681,-366
679,-373
676,-379
676,-386
675,-393
673,-400
671,-406
670,-414
667,-420
667,-428
665,-435
663,-441
657,-455
657,-463
655,-470
653,-477
652,-486
650,-493
649,-501
647,-508
646,-517
645,-525
642,-532
641,-540
632,-553
630,-561
0,0
0,0
1188,-1113
1184,-1128
1178,-1142
1177,-1161
1171,-1175
1167,-1192
1167,-1212
1161,-1226
1145,-1253
1141,-1270
1138,-1289
1132,-1305
1129,-1325
1124,-1343
1242,-1510
1237,-1530
1232,-1550
1228,-1573
1225,-1597
1179,-1565
1148,-1581
1142,-1602
1124,-1605
1072,-1558
1072,-1588
0,0
1064,-1637
1043,-1634
1044,-1667
1043,-1698
1026,-1703
1024,-1733
1016,-1792
1000,-1800
988,-1815
993,-1861
976,-1869
1000,-1953
976,-1948
959,-1955
989,-2062
950,-2025
940,-2050
942,-2101
0,0
-4,91
-3,93
-2,94
-1,96
-1,98
0,99
0,100
1,101
2,102
3,103
0,0
0,0
6,97
7,98
8,98
9,99
10,99
11,101
12,102
13,103
14,103
15,103
16,103
18,103
19,103
20,103
21,103
22,103
22,103
23,103
24,104
25,103
27,104
28,105
29,106
0,0
0,0
28,89
29,89
30,90
30,89
32,91
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
251,444
251,436
253,430
258,430
267,436
275,441
278,437
282,435
286,433
291,433
297,433
305,437
0,0
0,0
414,551
416,543
417,535
416,525
417,517
420,512
421,504
424,498
427,493
430,488
441,482
439,472
443,468
445,462
449,459
452,454
454,448
455,441
458,436
459,430
462,425
466,421
475,414
480,411
484,407
488,403
492,400
497,396
502,393
505,389
510,386
514,382
518,378
523,375
531,366
536,363
542,360
548,357
556,356
566,355
584,359
0,0
0,0
1170,679
1181,672
1196,667
1222,653
1240,649
1256,643
1277,640
1298,636
1317,632
1332,625
1356,621
1373,615
1395,610
1412,603
1438,600
1468,581
1491,576
1510,568
1537,563
1556,555
0,0
1626,548
1621,531
1615,513
1610,496
1606,480
1601,463
1601,432
1593,415
1587,399
1584,384
1578,368
1575,353
1567,337
1565,322
1559,307
1554,292
1551,278
1545,263
1545,234
1540,220
1536,206
1533,192
1528,178
1522,164
1520,150
1511,136
1508,123
1503,110
1497,96
1497,83
1492,56
1491,43
1486,30
1481,17
1479,4
1474,-8
1470,-20
1467,-33
1464,-46
1458,-58
1457,-71
1453,-83
1446,-109
1442,-121
1441,-134
1435,-146
1435,-158
1429,-170
1426,-183
1422,-195
1418,-207
1417,-219
1413,-231
1411,-244
1405,-269
1398,-280
1398,-293
1395,-305
1392,-317
1388,-328
1383,-340
1381,-352
0,0
724,-198
724,-205
721,-211
717,-224
716,-230
714,-236
710,-242
709,-248
708,-255
706,-261
704,-267
702,-273
701,-280
700,-287
697,-292
693,-306
689,-311
688,-317
686,-324
686,-331
684,-337
682,-343
679,-349
677,-355
677,-363
676,-370
671,-375
667,-388
665,-395
665,-403
662,-409
662,-417
659,-423
656,-429
655,-436
655,-444
653,-452
650,-458
650,-466
644,-480
640,-485
640,-494
637,-501
637,-509
634,-517
632,-523
632,-533
630,-541
628,-548
625,-556
623,-564
617,-579
0,0
1182,-1147
1160,-1146
1156,-1161
1151,-1177
1148,-1194
1144,-1210
1140,-1227
1135,-1243
1131,-1260
1128,-1278
1111,-1306
1108,-1325
1104,-1344
1099,-1361
1176,-1483
1208,-1551
1203,-1572
1199,-1595
1193,-1616
1166,-1609
1142,-1605
1156,-1654
1142,-1699
1044,-1582
1038,-1604
1071,-1687
1027,-1649
1008,-1649
1007,-1681
1018,-1733
999,-1735
988,-1750
1013,-1832
981,-1810
954,-1836
964,-1896
943,-1896
934,-1918
937,-1967
915,-1965
949,-2085
911,-2049
900,-2072
898,-2118
878,-2121
888,-2198
843,-2200
859,-2300
831,-2285
826,-2335
814,-2365
807,-2411
795,-2445
791,-2508
772,-2523
766,-2582
745,-2594
742,-2671
702,-2717
686,-2752
679,-2824
660,-2853
643,-2893
636,-2982
620,-3033
601,-3076
585,-3138
572,-3221
573,-3393
544,-3399
492,-3470
470,-3539
450,-3624
428,-3710
0,0
344,-3509
313,-3512
280,-3482
252,-3502
223,-3537
194,-3566
165,-3606
101,-3643
71,-3683
40,-3770
7,-3821
-25,-3808
-58,-3804
-90,-3784
-123,-3787
0,0
0,0
0,0
0,0
0,0
0,0
0,0
-648,-5822
-697,-5813
-743,-5775
-793,-5772
-838,-5731
0,0
-758,-4632
-802,-4646
-839,-4627
-922,-4614
-961,-4600
-931,-4271
-968,-4263
-1006,-4261
-1041,-4243
-1077,-4234
-1114,-4224
-1158,-4241
-1189,-4212
-1228,-4211
-1268,-4213
-1342,-4188
-1378,-4177
-1414,-4165
-1453,-4161
-1490,-4153
-1526,-4141
-1564,-4133
-1626,-4188
-1656,-4160
-1670,-4091
-1709,-4084
-1741,-4064
-1823,-4051
-1859,-4038
-1897,-4028
-1941,-4030
-1982,-4024
-2042,-4057
-2017,-3922
-2003,-3812
-1984,-3699
-2008,-3666
-2147,-3841
-2184,-3828
-2256,-3792
